Brand,Price,Body,Mileage,EngineV,Engine Type,Registration,Year
Mercedes-Benz,22500.0,sedan,164,1.8,Gas,yes,2012
Mercedes-Benz,13200.0,other,196,2.2,Other,yes,2012
Volkswagen,1200.0,other,300,1.4,Gas,yes,2000
Volkswagen,8900.0,van,264,2.5,Diesel,yes,2003
Mitsubishi,9200.0,sedan,163,2.0,Petrol,yes,2008
Mercedes-Benz,10200.0,sedan,154,2.5,Petrol,yes,2006
Mercedes-Benz,9500.0,sedan,246,6.0,Petrol,yes,1997
Mitsubishi,26850.0,crossover,84,3.2,Diesel,yes,2012
Audi,21900.0,crossover,183,4.2,Petrol,yes,2007
Volkswagen,1700.0,hatch,250,1.4,Petrol,no,1998
Volkswagen,6500.0,hatch,225,1.4,Petrol,yes,2000
Renault,5000.0,vagon,34,1.5,Diesel,yes,2013
BMW,38000.0,sedan,74,2.0,Diesel,yes,2014
Volkswagen,9599.0,sedan,140,1.8,Petrol,yes,2008
Mercedes-Benz,10800.0,other,230,1.8,Petrol,yes,2006
Toyota,18800.0,crossover,105,2.0,Gas,yes,2011
Mitsubishi,7650.0,sedan,133,1.5,Gas,yes,2008
Renault,6300.0,vagon,125,2.0,Petrol,yes,2003
BMW,5000.0,other,75,1.9,Petrol,no,1998
Toyota,28500.0,crossover,107,3.5,Gas,yes,2011
BMW,13000.0,sedan,193,3.6,Petrol,yes,2003
Toyota,16999.0,crossover,157,2.7,Gas,yes,2007
BMW,34500.0,other,160,3.0,Diesel,yes,2011
Volkswagen,10900.0,vagon,204,2.0,Diesel,yes,2007
Mitsubishi,18999.0,crossover,121,3.8,Gas,yes,2008
BMW,9800.0,sedan,350,3.0,Diesel,yes,2001
Volkswagen,4300.0,vagon,298,1.8,Petrol,yes,1998
Audi,3900.0,vagon,260,2.5,Diesel,no,2003
Volkswagen,13499.0,van,154,2.0,Diesel,yes,2013
Audi,19990.0,sedan,127,2.8,Petrol,yes,2010
Renault,3400.0,van,260,2.2,Diesel,no,2005
Toyota,27800.0,sedan,157,3.5,Petrol,yes,2011
Volkswagen,2300.0,hatch,320,1.6,Gas,yes,1989
Renault,7650.0,van,151,1.5,Diesel,yes,2012
Volkswagen,10000.0,van,220,1.9,Diesel,yes,2008
Volkswagen,9700.0,vagon,130,1.6,Gas,yes,2008
Audi,3800.0,sedan,270,2.5,Diesel,no,2000
Toyota,26900.0,crossover,115,4.0,Gas,yes,2008
Toyota,12600.0,sedan,205,2.4,Gas,yes,2006
Volkswagen,14899.0,van,158,2.0,Diesel,yes,2012
Renault,4999.0,vagon,252,1.5,Diesel,yes,2007
BMW,57777.0,other,40,4.0,Diesel,yes,2012
Volkswagen,12350.0,van,167,1.4,Petrol,yes,2011
Audi,7999.0,sedan,177,2.7,Gas,yes,2003
BMW,21600.0,crossover,200,4.8,Other,yes,2007
Mitsubishi,8000.0,sedan,67,1.5,Petrol,yes,2009
Volkswagen,6799.0,hatch,1,1.4,Gas,yes,1998
Toyota,25749.75,sedan,0,2.5,Petrol,yes,2016
Volkswagen,8899.0,vagon,198,1.9,Other,yes,2004
Mercedes-Benz,26800.0,sedan,162,5.5,Petrol,yes,2007
Toyota,25555.0,crossover,128,4.7,Gas,yes,2004
Audi,25000.0,crossover,112,3.2,Petrol,yes,2010
Volkswagen,15800.0,van,194,2.0,Diesel,yes,2012
BMW,3150.0,sedan,200,2.0,Diesel,no,1999
Toyota,12300.0,sedan,157,2.4,Gas,yes,2007
Toyota,45500.0,crossover,45,3.5,Petrol,yes,2015
Renault,6500.0,other,406,2.5,Diesel,yes,2004
Toyota,18999.0,crossover,95,2.0,Petrol,yes,2011
BMW,8500.0,sedan,260,2.2,Gas,yes,2001
Mercedes-Benz,8500.0,van,350,2.2,Diesel,yes,2004
Toyota,13500.0,crossover,126,4.0,Petrol,no,2011
Volkswagen,2200.0,sedan,180,1.9,Diesel,no,2003
Volkswagen,18500.0,vagon,125,2.0,Diesel,yes,2011
Toyota,8420.0,other,150,2.7,Gas,yes,2005
Audi,17500.0,vagon,144,2.0,Diesel,yes,2010
Audi,9000.0,sedan,158,2.0,Gas,yes,2003
Volkswagen,4400.0,hatch,238,1.6,Petrol,yes,1994
Renault,7500.0,van,200,2.2,Diesel,yes,2002
Toyota,17950.0,sedan,87,2.4,Petrol,yes,2010
BMW,51500.0,crossover,23,3.0,Petrol,yes,2013
Mitsubishi,10800.0,crossover,165,3.0,Gas,yes,2007
Volkswagen,33700.0,van,11,1.4,Petrol,yes,2016
Volkswagen,17000.0,crossover,158,2.5,Diesel,yes,2007
Volkswagen,11200.0,crossover,1,4.2,Petrol,yes,2004
BMW,4500.0,sedan,140,3.0,Diesel,no,2000
Toyota,43999.0,other,0,2.8,Diesel,yes,2016
Audi,39800.0,sedan,180,4.2,Other,yes,2012
BMW,6500.0,sedan,272,2.8,Petrol,yes,1996
Volkswagen,18700.0,vagon,196,2.0,Diesel,yes,2011
Audi,38500.0,vagon,75,2.0,Diesel,yes,2013
BMW,8200.0,sedan,241,2.0,Petrol,yes,1998
Audi,7500.0,vagon,240,2.0,Petrol,yes,2002
Toyota,11550.0,sedan,95,2.4,Petrol,yes,2007
Mercedes-Benz,39500.0,sedan,30,1.6,Petrol,yes,2014
Volkswagen,6200.0,sedan,161,4.2,Gas,no,2004
BMW,17200.0,crossover,308,4.6,Gas,yes,2003
BMW,2900.0,sedan,280,2.5,Diesel,no,1997
Renault,14600.0,other,169,2.3,Diesel,yes,2013
BMW,34900.0,crossover,110,4.4,Petrol,yes,2010
Mercedes-Benz,7000.0,other,170,2.2,Petrol,no,2001
Mercedes-Benz,32000.0,van,255,3.0,Diesel,yes,2008
Renault,7500.0,vagon,168,1.5,Diesel,yes,2005
Volkswagen,9000.0,other,217,2.5,Diesel,yes,2005
Mitsubishi,7000.0,sedan,180,1.6,Gas,yes,2004
Audi,2700.0,sedan,234,2.5,Other,no,2000
Volkswagen,10950.0,van,165,2.0,Diesel,yes,2012
Toyota,15500.0,sedan,120,3.5,Petrol,yes,2008
Mercedes-Benz,8700.0,sedan,210,5.0,Petrol,yes,1997
Mercedes-Benz,6000.0,van,200,2.2,Diesel,yes,2000
Mitsubishi,16950.0,crossover,135,3.0,Gas,yes,2008
Mercedes-Benz,15000.0,crossover,400,3.0,Diesel,yes,1997
Toyota,26500.0,crossover,102,2.5,Diesel,yes,2013
Mercedes-Benz,3100.0,vagon,400,2.2,Diesel,no,2002
Toyota,59900.0,crossover,90,4.5,Diesel,yes,2012
Toyota,63000.0,crossover,3,4.2,Diesel,yes,2013
Mercedes-Benz,19800.0,crossover,218,3.0,Diesel,yes,2006
Volkswagen,13000.0,van,110,1.9,Diesel,yes,2009
Audi,12200.0,sedan,130,2.4,Petrol,yes,2006
Mitsubishi,5700.0,other,170,1.3,Petrol,yes,2006
Audi,2550.0,sedan,370,2.5,Diesel,no,1998
Toyota,13500.0,sedan,144,3.5,Gas,yes,2007
Renault,10200.0,van,183,2.0,Diesel,yes,2012
Audi,13000.0,other,161,1.8,Gas,yes,2001
Volkswagen,10500.0,sedan,210,5.0,Diesel,yes,2004
BMW,3100.0,sedan,315,2.5,Diesel,no,1998
BMW,9400.0,sedan,221,4.4,Gas,yes,2004
Audi,10000.0,sedan,206,2.5,Diesel,yes,2003
Mitsubishi,4200.0,sedan,270,2.0,Gas,yes,1998
Renault,7500.0,sedan,131,1.6,Petrol,yes,2009
Mercedes-Benz,38600.0,other,12,1.8,Petrol,yes,2012
Toyota,8900.0,hatch,140,1.6,Petrol,yes,2008
Toyota,24000.0,crossover,270,4.2,Diesel,yes,1994
Mercedes-Benz,51500.0,other,75,6.3,Petrol,yes,2009
Mercedes-Benz,5100.0,sedan,270,3.2,Diesel,no,2001
Mitsubishi,4999.0,sedan,60,1.6,Petrol,yes,2007
Mitsubishi,9450.0,sedan,125,2.0,Gas,yes,2008
Audi,3850.0,vagon,215,2.5,Diesel,no,2002
Renault,7800.0,vagon,170,1.5,Diesel,no,2013
Audi,49700.0,crossover,80,3.0,Diesel,yes,2013
Mitsubishi,9000.0,sedan,78,2.4,Gas,yes,2006
Toyota,18990.0,crossover,95,2.0,Petrol,yes,2011
Mitsubishi,7200.0,sedan,102,1.6,Petrol,yes,2007
Volkswagen,11900.0,other,112,2.0,Diesel,yes,2011
Toyota,2800.0,sedan,287,1.3,Petrol,yes,1995
Volkswagen,2200.0,sedan,272,1.9,Diesel,no,1998
Mitsubishi,17500.0,crossover,170,3.8,Gas,yes,2008
Audi,49900.0,other,79,4.2,Petrol,yes,2007
Volkswagen,8650.0,van,238,2.5,Diesel,yes,2002
Audi,8800.0,sedan,205,1.8,Petrol,yes,2003
Mercedes-Benz,69999.0,crossover,0,2.2,Diesel,yes,2016
Volkswagen,8910.53,hatch,103,1.4,Petrol,yes,2012
Toyota,15500.0,crossover,165,2.7,Gas,yes,2005
Audi,19500.0,crossover,175,3.6,Petrol,yes,2007
Toyota,27700.0,sedan,21,2.5,Petrol,yes,2015
Volkswagen,9600.0,van,255,1.9,Diesel,yes,2004
BMW,12500.0,crossover,176,3.0,Gas,yes,2002
Audi,4799.0,vagon,260,2.5,Diesel,no,2002
Toyota,20900.0,sedan,70,2.5,Petrol,yes,2012
Audi,14900.0,sedan,203,2.8,Petrol,yes,2008
Toyota,12750.0,hatch,164,1.4,Diesel,yes,2012
BMW,5900.0,hatch,243,2.0,Petrol,no,2006
Mercedes-Benz,2700.0,sedan,400,2.9,Diesel,yes,1997
Audi,4700.0,sedan,400,2.6,Petrol,yes,1996
BMW,77000.0,other,64,4.4,Petrol,yes,2012
Renault,5900.0,van,250,1.9,Diesel,yes,2005
Volkswagen,24000.0,sedan,67,1.8,Petrol,yes,2012
Audi,18400.0,vagon,151,2.0,Diesel,yes,2010
Mercedes-Benz,56800.0,sedan,74,6.3,Petrol,yes,2010
Renault,8000.0,hatch,50,1.6,Petrol,yes,2012
Mercedes-Benz,5000.0,sedan,382,2.0,Petrol,yes,1994
Mitsubishi,9900.0,sedan,98,2.0,Petrol,yes,2009
Mercedes-Benz,18900.0,other,111,2.5,Petrol,yes,2009
Toyota,20500.0,crossover,139,4.0,Gas,yes,2005
Volkswagen,2500.0,vagon,232,1.6,Petrol,no,2001
Renault,9000.0,vagon,179,1.5,Diesel,yes,2010
Renault,7700.0,sedan,100,1.6,Gas,yes,2008
Audi,32300.0,hatch,54,2.8,Petrol,yes,2011
Mercedes-Benz,72700.0,van,42,2.2,Diesel,yes,2014
Renault,6200.0,sedan,246,1.4,Petrol,yes,2005
Audi,4000.0,sedan,400,2.0,Petrol,yes,1992
Toyota,9003.15,sedan,43,1.3,Petrol,yes,2014
Mercedes-Benz,14900.0,other,195,3.2,Gas,yes,1999
BMW,65393.25,crossover,0,2.0,Diesel,yes,2016
Renault,9000.0,van,158,2.0,Diesel,yes,2012
Audi,8500.0,sedan,253,2.5,Diesel,yes,2001
Renault,5900.0,hatch,171,1.5,Other,yes,2005
Mitsubishi,5100.0,hatch,250,1.3,Gas,yes,2006
Mercedes-Benz,40500.0,sedan,108,5.5,Petrol,yes,2010
Audi,8600.0,sedan,154,1.8,Petrol,yes,2001
Mitsubishi,5900.0,sedan,142,1.6,Gas,yes,2005
Volkswagen,17900.0,other,123,1.8,Petrol,yes,2010
BMW,34400.0,crossover,37,2.0,Diesel,yes,2013
BMW,13500.0,sedan,138,2.5,Petrol,yes,2004
Renault,9600.0,van,175,2.0,Diesel,yes,2007
Mercedes-Benz,15000.0,other,82,1.8,Petrol,yes,2004
Mercedes-Benz,22000.0,other,53,3.0,Petrol,yes,2007
Volkswagen,13700.0,other,200,2.5,Diesel,yes,2005
Toyota,18800.0,sedan,47,2.4,Petrol,yes,2009
Volkswagen,7600.0,hatch,127,1.4,Petrol,yes,2007
Toyota,11950.0,hatch,120,1.4,Petrol,yes,2013
Audi,11300.0,sedan,202,2.7,Diesel,no,2008
Volkswagen,13500.0,van,43,2.0,Diesel,yes,2014
Toyota,11990.0,sedan,129,2.4,Petrol,yes,2007
Toyota,16500.0,other,130,2.7,Gas,yes,2004
BMW,19000.0,crossover,215,3.0,Diesel,yes,2006
Renault,5500.0,van,160,1.5,Diesel,yes,2005
BMW,39999.0,sedan,45,3.0,Petrol,yes,2011
Toyota,15500.0,sedan,140,2.4,Gas,yes,2007
Mitsubishi,11700.0,crossover,197,3.0,Gas,yes,2006
Volkswagen,2750.0,vagon,1,1.9,Diesel,no,2001
Renault,7150.0,vagon,1,1.5,Diesel,yes,2005
BMW,10500.0,hatch,220,2.0,Petrol,yes,2005
Mercedes-Benz,24900.0,sedan,97,1.8,Petrol,yes,2012
Mercedes-Benz,26000.0,other,22,1.8,Petrol,yes,2014
Mercedes-Benz,21500.0,crossover,148,6.2,Petrol,yes,2008
BMW,2222.0,sedan,268,1.8,Petrol,no,1996
BMW,2900.0,vagon,236,2.0,Diesel,no,2001
Volkswagen,4600.0,hatch,1,1.8,Gas,yes,1996
Mercedes-Benz,3200.0,sedan,198,2.0,Gas,yes,1992
Mitsubishi,19400.0,crossover,78,2.4,Petrol,yes,2012
Renault,4000.0,sedan,215,1.9,Diesel,no,2005
BMW,65099.0,crossover,0,2.0,Diesel,yes,2016
BMW,53999.0,sedan,80,2.99,Diesel,yes,2012
Renault,9200.0,vagon,155,1.5,Diesel,yes,2010
Mercedes-Benz,109999.0,van,0,2.2,Diesel,yes,2016
Mercedes-Benz,23500.0,van,170,2.2,Diesel,yes,2011
Audi,4800.0,sedan,390,2.6,Petrol,yes,1993
Toyota,13500.0,sedan,100,2.4,Petrol,yes,2007
Toyota,8700.0,sedan,131,1.6,Gas,yes,2007
Mercedes-Benz,12300.0,sedan,423,5.0,Gas,yes,1997
Mitsubishi,7900.0,other,148,1.8,Petrol,yes,2003
Volkswagen,10700.0,van,153,2.0,Diesel,yes,2010
Renault,6800.0,van,185,1.6,Other,yes,2006
Renault,8500.0,van,157,1.5,Diesel,no,2013
Mitsubishi,18700.0,crossover,97,3.2,Diesel,yes,2009
BMW,1900.0,vagon,285,2.5,Diesel,no,1997
Mercedes-Benz,15500.0,van,75,2.0,Diesel,yes,2011
Volkswagen,8700.0,hatch,148,1.4,Other,yes,2008
Mercedes-Benz,47300.0,sedan,121,3.0,Diesel,yes,2012
BMW,5000.0,sedan,400,2.5,Petrol,yes,1991
Toyota,24000.0,crossover,73,4.0,Petrol,yes,2008
Volkswagen,14800.0,sedan,85,1.4,Petrol,yes,2013
Mercedes-Benz,6400.0,van,290,2.2,Diesel,yes,1999
Mitsubishi,19000.0,crossover,139,2.4,Gas,yes,2011
Mercedes-Benz,11700.0,van,211,2.2,Diesel,yes,2007
Volkswagen,6500.0,vagon,101,2.0,Diesel,yes,2011
Volkswagen,4999.0,sedan,145,2.0,Petrol,yes,2000
Volkswagen,1900.0,hatch,100,1.6,Petrol,yes,1989
Renault,8999.0,vagon,100,1.5,Diesel,yes,2009
Volkswagen,12700.0,van,164,1.6,Diesel,yes,2012
Mercedes-Benz,2200.0,sedan,168,2.0,Petrol,no,1994
BMW,32500.0,vagon,65,2.0,Petrol,yes,2014
Volkswagen,16800.0,vagon,149,1.4,Gas,yes,2013
Mercedes-Benz,8999.0,van,360,2.2,Diesel,yes,2006
Audi,2500.0,sedan,407,2.8,Gas,no,1999
BMW,37000.0,sedan,95,4.4,Petrol,yes,2011
Volkswagen,19500.0,sedan,82,1.8,Petrol,yes,2011
Volkswagen,10900.0,van,240,2.5,Diesel,yes,2007
BMW,36500.0,sedan,33,2.0,Diesel,yes,2014
Renault,7300.0,van,154,1.5,Diesel,yes,2012
BMW,17500.0,vagon,125,3.0,Diesel,yes,2006
Audi,24500.0,sedan,122,4.0,Diesel,yes,2008
Toyota,15500.0,crossover,146,2.4,Gas,yes,2008
Mitsubishi,25000.0,crossover,0,2.0,Petrol,yes,2016
Mercedes-Benz,11900.0,sedan,167,1.8,Petrol,yes,2005
Mercedes-Benz,8000.0,van,40,2.9,Diesel,yes,1999
Mitsubishi,16900.0,crossover,126,3.0,Gas,yes,2008
Toyota,8800.0,crossover,205,2.0,Petrol,yes,2002
BMW,13000.0,sedan,220,2.5,Petrol,yes,2005
Renault,7500.0,van,43,1.5,Diesel,yes,2013
Toyota,8300.0,sedan,140,3.0,Petrol,yes,2002
Toyota,18700.0,crossover,250,4.7,Gas,yes,2004
Toyota,28787.85,sedan,0,2.5,Petrol,yes,2016
Mercedes-Benz,16500.0,sedan,190,2.2,Diesel,yes,2007
Mitsubishi,13900.0,crossover,127,3.0,Petrol,yes,2008
Audi,1350.0,vagon,400,1.9,Diesel,no,1994
Toyota,20859.15,crossover,1,2.0,Petrol,yes,2016
Mitsubishi,28800.0,crossover,100,3.2,Diesel,yes,2013
Mercedes-Benz,34900.0,crossover,64,2.2,Diesel,yes,2013
BMW,37500.0,other,45,2.0,Petrol,yes,2013
Mercedes-Benz,19700.0,sedan,220,2.2,Diesel,yes,2009
Mercedes-Benz,12800.0,other,116,2.2,Diesel,yes,2013
Renault,4600.0,van,265,1.5,Diesel,yes,2008
Mercedes-Benz,17977.0,van,322,3.0,Diesel,yes,2007
Volkswagen,11962.0,sedan,0,1.6,Petrol,yes,2015
Volkswagen,12500.0,vagon,195,1.6,Diesel,yes,2013
Volkswagen,9200.0,van,268,2.5,Diesel,yes,2003
Mercedes-Benz,28500.0,sedan,148,2.2,Diesel,yes,2011
Volkswagen,16950.0,sedan,38,2.0,Diesel,yes,2014
Mercedes-Benz,24750.0,sedan,212,5.5,Petrol,yes,2006
Mercedes-Benz,57000.0,crossover,3,2.2,Diesel,yes,2015
Toyota,11300.0,hatch,87,1.0,Petrol,yes,2009
Mercedes-Benz,51000.0,sedan,119,4.7,Petrol,yes,2012
Audi,3000.0,vagon,270,1.9,Diesel,no,2001
Toyota,9800.0,other,250,1.8,Petrol,yes,2000
Volkswagen,12850.0,crossover,200,2.5,Diesel,yes,2006
BMW,52300.0,sedan,55,3.0,Diesel,yes,2013
BMW,3650.0,sedan,300,2.0,Petrol,yes,1990
BMW,39900.0,crossover,82,3.0,Petrol,yes,2011
Renault,7400.0,vagon,200,1.5,Diesel,yes,2007
Volkswagen,13999.0,van,175,2.0,Diesel,yes,2012
Mercedes-Benz,15500.0,sedan,270,3.2,Diesel,no,2007
Renault,8500.0,vagon,130,1.5,Diesel,yes,2012
BMW,32500.0,other,86,3.0,Petrol,yes,2010
Toyota,14700.0,sedan,131,3.5,Gas,yes,2007
Volkswagen,6500.0,van,310,1.9,Diesel,yes,1997
Renault,7800.0,van,139,1.5,Diesel,yes,2013
Mercedes-Benz,8700.0,van,290,2.2,Diesel,yes,2005
Renault,9000.0,hatch,56,1.6,Petrol,yes,2011
Mercedes-Benz,14800.0,van,139,3.0,Diesel,yes,2008
Toyota,13400.0,sedan,125,2.4,Petrol,yes,2008
BMW,7777.0,other,375,4.0,Diesel,yes,2000
Toyota,6900.0,hatch,92,1.3,Petrol,yes,2006
Volkswagen,10500.0,other,270,2.5,Diesel,yes,2007
Audi,7800.0,sedan,90,2.2,Gas,yes,1994
Mercedes-Benz,4100.0,sedan,215,4.3,Petrol,no,2001
BMW,4400.0,sedan,260,2.0,Gas,yes,1990
BMW,41500.0,crossover,176,3.0,Diesel,yes,2012
Mercedes-Benz,13999.0,van,98,2.2,Diesel,yes,2011
Mercedes-Benz,16800.0,van,116,2.2,Diesel,yes,2013
BMW,58500.0,crossover,80,3.0,Diesel,yes,2013
Volkswagen,10200.0,sedan,280,1.8,Petrol,yes,2006
Mitsubishi,13300.0,crossover,110,2.4,Gas,yes,2008
Renault,6300.0,van,180,1.5,Diesel,yes,2012
Audi,16999.0,hatch,69,1.4,Petrol,yes,2012
Toyota,20100.0,crossover,48,2.0,Petrol,yes,2012
Volkswagen,10800.0,sedan,100,1.8,Petrol,yes,2008
Mercedes-Benz,14200.0,sedan,245,2.2,Diesel,yes,2007
BMW,4700.0,sedan,333,3.0,Petrol,yes,1994
BMW,5700.0,sedan,252,2.5,Diesel,yes,1997
BMW,11900.0,sedan,300,2.5,Gas,yes,2004
Mercedes-Benz,3750.0,vagon,330,2.2,Gas,yes,1995
Mercedes-Benz,2700.0,sedan,350,3.0,Diesel,yes,1988
Volkswagen,2999.0,vagon,239,1.9,Diesel,no,2003
Mercedes-Benz,8600.0,sedan,240,3.2,Diesel,yes,2001
Toyota,6950.0,sedan,192,2.0,Petrol,yes,2003
Mitsubishi,22900.0,crossover,69,2.4,Petrol,yes,2014
Volkswagen,8900.0,sedan,185,1.6,Petrol,yes,2007
Volkswagen,7500.0,van,317,1.9,Diesel,yes,2008
BMW,28700.0,sedan,160,3.0,Petrol,yes,2011
Mercedes-Benz,12000.0,other,218,2.2,Diesel,yes,2007
BMW,10999.0,sedan,150,2.0,Gas,yes,2003
Audi,23000.0,crossover,167,3.6,Petrol,yes,2008
Audi,2550.0,vagon,1,2.5,Diesel,no,1998
Toyota,8800.0,crossover,388,4.2,Diesel,yes,1997
Renault,10000.0,van,220,2.0,Diesel,yes,2007
Renault,6300.0,van,73,1.5,Diesel,yes,2008
Toyota,13800.0,other,160,3.5,Gas,yes,2006
Volkswagen,10750.0,van,176,2.0,Diesel,yes,2012
Volkswagen,12500.0,van,207,1.9,Diesel,yes,2007
Mercedes-Benz,5500.0,sedan,250,2.2,Diesel,no,2003
Volkswagen,13300.0,van,250,2.5,Diesel,yes,2008
Volkswagen,20000.0,crossover,115,2.5,Diesel,yes,2008
Renault,3500.0,van,30,1.4,Gas,yes,2006
Renault,9300.0,sedan,94,1.5,Diesel,yes,2011
Audi,30500.0,sedan,110,3.0,Petrol,yes,2011
Audi,18300.0,vagon,190,2.0,Diesel,yes,2011
Audi,41000.0,crossover,88,4.2,Diesel,yes,2010
BMW,4100.0,hatch,160,1.6,Petrol,yes,2004
Volkswagen,22500.0,van,62,2.0,Diesel,yes,2011
Volkswagen,8900.0,van,272,1.9,Diesel,yes,2005
BMW,13950.0,crossover,278,3.0,Diesel,yes,2003
Volkswagen,8999.0,van,125,1.6,Diesel,yes,2011
Toyota,14100.0,hatch,67,1.6,Petrol,yes,2012
Volkswagen,6950.0,sedan,132,1.6,Other,yes,2004
Volkswagen,7350.0,hatch,180,1.4,Petrol,yes,2003
Mercedes-Benz,17500.0,other,180,3.0,Diesel,yes,2008
Mercedes-Benz,20500.0,sedan,222,5.5,Petrol,yes,2006
Mercedes-Benz,115000.0,sedan,49,4.7,Petrol,yes,2014
Mitsubishi,11100.0,vagon,132,2.4,Gas,yes,2006
BMW,29900.0,sedan,175,2.0,Diesel,yes,2011
Toyota,17595.0,sedan,131,2.0,Petrol,yes,2011
Volkswagen,6800.0,van,170,2.0,Gas,no,2011
Audi,4150.0,vagon,249,2.5,Diesel,no,2004
Toyota,32950.0,other,50,5.7,Petrol,yes,2013
Mercedes-Benz,7500.0,other,406,2.2,Diesel,yes,2003
BMW,33700.0,crossover,134,4.4,Petrol,yes,2009
Mitsubishi,8350.0,sedan,98,1.5,Petrol,yes,2010
BMW,4100.0,sedan,350,2.4,Diesel,yes,1992
BMW,4700.0,sedan,230,2.5,Petrol,yes,1990
Mercedes-Benz,14500.0,van,207,2.2,Diesel,yes,2008
Mercedes-Benz,9600.0,van,184,2.2,Diesel,yes,2012
Mercedes-Benz,17800.0,van,162,1.8,Diesel,yes,2012
Mercedes-Benz,40000.0,crossover,152,5.0,Gas,yes,2006
Toyota,24000.0,crossover,152,4.0,Gas,yes,2006
Volkswagen,8300.0,other,151,2.0,Petrol,yes,2005
BMW,3800.0,sedan,278,2.9,Diesel,no,2001
Audi,27500.0,sedan,150,2.0,Petrol,yes,2013
Volkswagen,5200.0,vagon,248,2.0,Diesel,no,2005
Volkswagen,8500.0,sedan,220,2.0,Other,yes,2005
Mercedes-Benz,43500.0,sedan,59,4.6,Petrol,yes,2011
BMW,14000.0,crossover,240,4.4,Gas,yes,2002
Mitsubishi,11500.0,crossover,191,3.0,Gas,yes,2006
BMW,41000.0,sedan,97,4.4,Petrol,yes,2011
Mercedes-Benz,62000.0,crossover,150,3.0,Diesel,yes,2013
Audi,35900.0,crossover,143,3.0,Diesel,yes,2010
Mercedes-Benz,8200.0,other,199,2.2,Diesel,yes,2001
Mercedes-Benz,17300.0,sedan,107,1.8,Petrol,yes,2008
Audi,30999.0,sedan,2,1.4,Petrol,yes,2016
BMW,3099.0,sedan,230,3.0,Diesel,no,2003
Audi,5700.0,vagon,250,2.0,Diesel,no,2006
Volkswagen,7400.0,sedan,178,1.8,Gas,yes,2001
Toyota,14500.0,other,180,2.5,Diesel,yes,2007
Volkswagen,7300.0,van,214,1.9,Diesel,yes,2001
Mercedes-Benz,33800.0,crossover,120,3.0,Diesel,yes,2010
BMW,3900.0,sedan,330,3.0,Diesel,no,2000
Volkswagen,10700.0,van,274,2.5,Diesel,yes,2001
Audi,17800.0,sedan,177,4.2,Petrol,yes,2008
Mitsubishi,14500.0,crossover,167,3.0,Gas,yes,2008
Mercedes-Benz,29900.0,sedan,83,2.2,Diesel,yes,2012
Mercedes-Benz,8100.0,van,330,2.2,Diesel,yes,2001
Mercedes-Benz,29500.0,sedan,64,1.6,Petrol,yes,2013
Mercedes-Benz,12700.0,other,198,2.2,Diesel,yes,2011
Volkswagen,1199.0,hatch,250,1.9,Diesel,no,1994
Volkswagen,12999.0,van,250,1.9,Diesel,yes,2009
Audi,34419.45,sedan,0,1.4,Petrol,yes,2016
Mitsubishi,8600.0,sedan,145,2.0,Petrol,yes,2009
Renault,10450.0,van,106,2.0,Diesel,yes,2013
Mercedes-Benz,17800.0,van,145,2.2,Diesel,yes,2010
Audi,3550.0,sedan,215,2.5,Diesel,no,2001
Mercedes-Benz,114999.0,crossover,0,2.99,Diesel,yes,2016
Renault,13400.0,vagon,190,1.5,Diesel,yes,2013
BMW,2250.0,sedan,350,2.5,Diesel,yes,1998
Mitsubishi,14999.0,crossover,115,3.0,Petrol,yes,2008
Volkswagen,10600.0,van,140,2.0,Diesel,yes,2011
Audi,34000.0,crossover,119,2.0,Diesel,yes,2013
BMW,33500.0,sedan,65,2.0,Petrol,yes,2013
Audi,22800.0,sedan,122,2.0,Petrol,yes,2011
BMW,66666.0,crossover,0,2.0,Diesel,yes,2016
Audi,18500.0,crossover,185,3.6,Petrol,yes,2008
Volkswagen,17900.0,sedan,192,2.5,Diesel,yes,2007
Mercedes-Benz,6950.0,other,190,2.2,Diesel,yes,1999
Mercedes-Benz,105000.0,crossover,1,3.0,Diesel,yes,2016
Renault,11999.0,van,107,2.0,Diesel,yes,2013
Renault,8000.0,van,189,1.9,Diesel,yes,2005
BMW,4600.0,sedan,280,3.0,Other,no,1999
Renault,7400.0,vagon,242,1.5,Diesel,yes,2007
Audi,27500.0,crossover,147,3.0,Diesel,yes,2008
Toyota,27500.0,crossover,85,4.0,Petrol,yes,2007
Volkswagen,9800.0,van,196,1.6,Diesel,yes,2011
Volkswagen,21000.0,crossover,173,3.0,Diesel,yes,2008
Audi,9000.0,vagon,199,2.7,Petrol,yes,2003
Audi,55000.0,crossover,100,6.0,Diesel,yes,2009
Mercedes-Benz,38900.0,crossover,65,4.5,Petrol,yes,2010
Renault,4000.0,sedan,180,1.4,Gas,yes,2006
Toyota,13300.0,sedan,152,2.0,Petrol,yes,2009
Volkswagen,34500.0,crossover,108,3.0,Diesel,yes,2012
BMW,24999.0,vagon,24,2.0,Petrol,yes,2012
Volkswagen,9750.0,hatch,130,1.4,Petrol,yes,2005
BMW,5900.0,sedan,390,1.8,Gas,yes,1996
Volkswagen,6500.0,van,290,1.9,Diesel,yes,2004
Volkswagen,11000.0,vagon,127,1.6,Diesel,yes,2012
Mercedes-Benz,18800.0,sedan,320,5.0,Petrol,yes,1998
Volkswagen,13700.0,van,222,2.0,Diesel,yes,2011
